10000,0.0018389399,0.0000107135
20000,0.0054989964,0.0000055217
30000,0.0124385016,0.0000054995
40000,0.0180712090,0.0000398288
50000,0.0244697314,0.0000058268
60000,0.0280447295,0.0000074075
70000,0.0404549426,0.0000054835
80000,0.0391851820,0.0000097760
90000,0.0451034577,0.0000073753
100000,0.0536886533,0.0000064382
