10000,0.0030491564,0.0000094924
20000,0.0072564854,0.0000139028
30000,0.0110919320,0.0000055985
40000,0.0159036435,0.0000036888
50000,0.0227456246,0.0000068273
60000,0.0265191001,0.0000031663
70000,0.0330820834,0.0000035306
80000,0.0351680046,0.0000036278
90000,0.0451556156,0.0000043491
100000,0.0508044002,0.0000045077
