10000,0.0025395200,0.0000049354
20000,0.0054213830,0.0000037674
30000,0.0091648262,0.0000148418
40000,0.0117086887,0.0000182422
50000,0.0148553407,0.0000023143
60000,0.0188169544,0.0000028589
70000,0.0221342942,0.0000026636
80000,0.0263838953,0.0000058323
90000,0.0302439364,0.0000032549
100000,0.0355209391,0.0000035208
