10000,0.0000086459,0.0002804833
20000,0.0000165292,0.0005733221
30000,0.0000333777,0.0010881709
40000,0.0000416993,0.0017622149
50000,0.0000540577,0.0022064178
60000,0.0000602845,0.0030985799
70000,0.0000696886,0.0030931106
80000,0.0000766204,0.0026586829
90000,0.0000982917,0.0039933310
100000,0.0001146983,0.0051854101
